Gramaje,Esp.,Hum. Prom.,R/L Prom.,R/T Prom.,Blancura Lado Barrera,Blancura Lado sin Barrera,Cobb Lado Barrera Base 2,Cobb Lado sin Barrera 2,Dennison Lado sin Barrera,Tersura Sheffield Lado Barrera,Tersura Sheffield Lado sin Barrera,CBFC,CKFL,Pulpa TMP,Recorte Duplex + Area 070,SGW,SOREPA + CEL B,DKL,Encolante,Sulfato,Antiespumante,Retentor,Perform,Catiofast GM,Polymin SK
267.7,411,8.9,18.1,6.6,32.32,31,0.15,0.31,16,168,319,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
260.2,415,8.7,15.7,5.8,31.51,31.5,0.16,0.31,16,162,319,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
261.4,411,8.8,12.8,5.9,32.07,31.64,0.16,0.33,16,186,334,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
259.3,409,9,14.8,5.9,31.15,30.95,0.13,0.33,16,166,337,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
258.1,412,8.9,14,5.3,31.97,31.4,0.14,0.33,16,161,352,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
258.8,410,8.7,13.2,5.4,31.78,30.88,0.14,0.33,16,172,360,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
254.7,409,8.6,14.5,5.5,31.82,32.26,0.12,0.35,16,155,356,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
261,405,8.7,13.1,5.5,32.17,32.58,0.12,0.35,16,184,350,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
256.6,405,8.8,14.1,5.4,32.7,31.59,0.13,0.34,16,171,346,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
257.3,406,8.5,13.9,5.4,32.81,31.68,0.11,0.33,16,161,342,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
252.4,408,8.1,13.7,5.2,31.57,30.96,0.17,0.32,16,176,334,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
256,406,8.3,13.7,5.3,32.61,30.12,0.16,0.32,16,165,331,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
256.1,407,8.8,15.1,5.6,31.64,31.3,0.17,0.29,16,184,341,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
256.1,408,8.5,14.9,5.6,31.53,31.26,0.16,0.28,16,181,337,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
253.8,415,8.6,14.7,5.5,32.08,31.7,0.15,0.37,16,159,316,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
255.8,411,8.6,14.6,5.5,32.45,31.86,0.16,0.36,16,171,321,0,0.639333621808741,0.768931198615318,1.55235828645608,0.506274340112505,0.0346170488965816,0.146040675032453,0.00396,0.01968,0.00048,0.00025,0,0,0
255.1,411,9,14.2,5.4,31.54,29.96,0.2,0.33,16,170,326,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
253.9,413,8.9,14.4,5.6,32,29.77,0.23,0.3,16,186,322,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
259.8,420,8.9,15,5.4,31.14,31.46,0.12,0.29,16,157,354,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
253.9,411,8.7,14.7,5.3,31.75,31.22,0.18,0.31,16,162,360,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
252.8,414,8.1,14.7,5.5,31.67,31.56,0.19,0.28,16,162,361,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
250.4,408,8.6,14.7,5.3,31.83,30.59,0.18,0.29,16,158,359,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
249.6,404,8.1,14.5,5.2,31.56,31.56,0.18,0.35,16,182,362,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
251.1,407,8.6,14.4,5.2,32,31.06,0.17,0.33,16,184,374,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
252.2,409,7.7,14,5.2,31.17,31.96,0.17,0.32,16,175,355,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
250.7,405,8.2,14.2,5.3,31.76,31.56,0.19,0.35,16,178,361,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
251.6,406,7.9,14,5.4,32,30.97,0.13,0.29,16,182,391,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
252.3,404,8.3,14.4,5.5,32.33,31.06,0.16,0.32,16,183,385,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
248.6,413,7.5,13.5,5.2,33.25,31.78,0.12,0.33,16,173,359,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
251.6,414,7.9,13.8,5.3,33,31.77,0.16,0.32,16,166,348,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
253.4,418,8.1,13.8,5.2,32.43,31.85,0.18,0.35,16,164,352,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
249.9,401,8.2,15,6.2,32.32,32.65,0.16,0.36,16,160,350,0,0.2072,0.305885714285714,0.569285714285714,0.185142857142857,0.00108571428571429,0.0535714285714286,0.0036,0.01949,0.00048,0.00025,0,0,0
249.1,402,8.2,15.5,6.1,31.87,31.96,0.18,0.41,16,147,348,0,0.169466666666667,0.24876,0.465333333333333,0.1872,0.00106666666666667,0.036,0.00324,0.02313,0.00048,0.00025,0,0,0
251,401,8.6,15,5.8,31.9,31.86,0.18,0.31,16,157,362,0,0.169466666666667,0.24876,0.465333333333333,0.1872,0.00106666666666667,0.036,0.00324,0.02313,0.00048,0.00025,0,0,0
249.9,402,8.4,15.8,5.8,32.3,31.96,0.18,0.33,16,160,365,0,0.169466666666667,0.24876,0.465333333333333,0.1872,0.00106666666666667,0.036,0.00324,0.02313,0.00048,0.00025,0,0,0
255.4,402,8.6,16.1,6,33.13,32.53,0.27,0.33,16,152,360,0,0.169466666666667,0.24876,0.465333333333333,0.1872,0.00106666666666667,0.036,0.00324,0.02313,0.00048,0.00025,0,0,0
254.2,404,8.5,15.7,5.7,32.77,33.21,0.3,0.35,16,157,368,0,0.169466666666667,0.24876,0.465333333333333,0.1872,0.00106666666666667,0.036,0.00324,0.02313,0.00048,0.00025,0,0,0
252.1,412,8.5,11.7,5.1,32.48,28.99,0.23,0.31,16,198,325,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
252.6,409,8.5,11.8,5.1,31.49,29.25,0.25,0.34,16,189,318,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
251.8,411,8.6,15.8,5.7,32.36,28.66,0.22,0.32,16,201,329,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
250.8,413,8.3,15.7,5.7,30.92,29.78,0.18,0.36,16,204,335,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
250.3,407,8.4,15.4,5.6,30.38,29.12,0.2,0.36,16,209,339,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
249.4,415,7.7,15.6,5.6,30.63,29.14,0.22,0.39,16,198,334,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
253.7,414,8.4,15.7,5.7,30.91,28.97,0.2,0.38,16,189,328,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
251.4,412,8.3,15.4,5.6,30.05,29.12,0.22,0.4,16,199,331,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
254.7,411,8.2,15,5.4,30.69,28.3,0.21,0.39,16,194,336,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
252.3,409,8.4,15.2,5.4,30.48,28.96,0.24,0.42,16,197,328,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
250.2,411,8.1,15.3,5.5,30.22,28.16,0.19,0.36,16,190,336,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
249.3,409,8.3,15.4,5.5,29.78,28.22,0.21,0.38,16,188,344,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
250.9,409,8.2,15.2,5.5,30.29,28.33,0.23,0.4,16,187,331,0,0.3639,0.357,0.395,0.36,0.0015,0.09,0.00357,0.02224,0.00051,0,0.00017,0.00048,0
248.7,419,8.8,15.7,5.1,29.5,29.56,0.24,0.36,16,174,350,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
250.1,421,8.7,16.2,5.9,30.13,30.56,0.21,0.36,16,183,327,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
250,419,9,15.8,5.8,30.33,29.3,0.23,0.35,16,185,330,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
253.2,415,8.5,18.1,6.8,29.37,28.1,0.21,0.34,16,172,345,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
251.1,413,8.7,16.6,6.5,29.5,29.56,0.22,0.33,16,185,355,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
249.3,416,8.5,16.3,5.7,31,28.23,0.18,0.31,16,188,339,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
249.2,416,8.7,16.3,5.7,31.27,29.3,0.2,0.3,16,191,340,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
249.1,416,8.9,16.4,5.9,30.8,29.3,0.21,0.31,16,191,342,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
252.6,412,8.9,17,5.9,31.3,29.3,0.23,0.34,16,176,356,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
248.9,422,8.9,16.7,5.8,31.67,29.56,0.25,0.41,16,191,322,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
252.7,422,9,16.9,5.6,31.33,29.5,0.23,0.4,16,184,330,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
258,413,9,17,6.2,34,30.04,0.26,0.38,16,193,320,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
258,414,9,16.9,5.9,33.45,30.98,0.25,0.36,16,174,335,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
253.9,425,8.9,16.9,6.2,32.33,29.35,0.19,0.35,16,203,345,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
252,417,9,16.7,6.1,31.7,29.5,0.2,0.33,16,193,339,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
247.6,418,8.3,15,5.1,32.91,28.32,0.23,0.39,16,204,329,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
255.3,411,8.7,14.9,5.1,32.42,29.85,0.23,0.41,16,176,332,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
254,411,8.5,14.8,5.1,32.13,29.99,0.25,0.43,16,179,328,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
250,406,8.2,14.6,5.1,31.9,30.01,0.24,0.41,16,168,344,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
248.7,404,8,14.4,5.1,31.94,30.25,0.26,0.43,16,181,334,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
252.3,411,8.1,14.5,5.1,31.54,30.48,0.28,0.41,16,174,341,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
250.7,409,8.5,14.4,5.1,31.72,30.41,0.27,0.4,16,165,378,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
248.6,407,8.7,14.6,5.2,31,28.25,0.19,0.34,16,164,339,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
248.7,400,7.5,15.2,5.1,31.08,28.11,0.24,0.37,16,179,331,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
251.7,404,7.6,15.1,5.1,31.28,28.36,0.27,0.37,16,181,325,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
250.7,404,8.4,15.2,5.1,31.66,28.98,0.22,0.37,16,190,318,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
252.2,417,8.8,15.5,5.1,31.04,29.39,0.19,0.34,16,173,322,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
252.2,418,8.4,15.6,5.2,31.1,28.4,0.2,0.35,16,178,334,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
251.4,414,8.5,15.7,5.2,31.16,28.91,0.19,0.36,16,185,338,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
254.2,409,8.3,15.1,5.1,29.37,29.09,0.24,0.37,16,145,312,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
254.6,410,8.3,15.1,5.1,29.45,29.01,0.22,0.36,16,148,292,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
254.4,407,8.3,14,5.1,29.37,29.19,0.24,0.38,16,149,304,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
251,407,8.2,14,5.1,29.97,29,0.24,0.39,16,155,304,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
252.8,414,8.6,14.4,5.1,29.04,29.9,0.25,0.37,16,130,321,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
251.7,409,8.5,14.5,5.1,29.47,29.4,0.29,0.39,16,126,318,0,0.288963524989559,0.261816093554225,0.245649450090491,0.206738131699847,0.00125295837393847,0.0678685785883336,0.00358,0.02123,0.00055,0,0.00018,0.0005,0
260.4,418,8.4,18.1,5.8,31,29.87,0.13,0.37,16,114,276,0,0.4784,0.759333333333333,0,0.432,0.00653333333333333,0.426666666666667,0.00386,0.01187,0.00056,0,0.00011,0.0005,0
253.2,422,7.4,19,6,31.17,29.54,0.14,0.34,16,115,301,0,0.4784,0.759333333333333,0,0.432,0.00653333333333333,0.426666666666667,0.00386,0.01187,0.00056,0,0.00011,0.0005,0
249.6,420,7.2,20.2,6.4,31.1,29.07,0.11,0.33,16,122,295,0,0.4784,0.759333333333333,0,0.432,0.00653333333333333,0.426666666666667,0.00386,0.01187,0.00056,0,0.00011,0.0005,0
249.6,422,7.2,18.7,6,31.2,29.96,0.14,0.32,16,114,313,0,0.4784,0.759333333333333,0,0.432,0.00653333333333333,0.426666666666667,0.00386,0.01187,0.00056,0,0.00011,0.0005,0
256.4,419,8.8,18.2,5.9,31.3,28.79,0.09,0.3,16,114,299,0,0.4784,0.759333333333333,0,0.432,0.00653333333333333,0.426666666666667,0.00386,0.01187,0.00056,0,0.00011,0.0005,0
256.1,420,8.7,18.3,6,31.17,28.75,0.1,0.32,16,126,306,0,0.4784,0.759333333333333,0,0.432,0.00653333333333333,0.426666666666667,0.00386,0.01187,0.00056,0,0.00011,0.0005,0
253.3,434,8,20.1,5.8,32.18,,0.16,0.36,16,186,312,0,0.433995107263831,0.42406849830636,0.258750470455401,0.508091832894242,0.00254045916447121,0.169363944298081,0.00414,0.0165,0.00056,0,0.00014,0.00072,0
254.3,433,8.4,19,5.7,32.79,29.6,0.12,0.32,16,177,328,0,0.433995107263831,0.42406849830636,0.258750470455401,0.508091832894242,0.00254045916447121,0.169363944298081,0.00414,0.0165,0.00056,0,0.00014,0.00072,0
251.1,417,8.3,18.8,5.7,32.06,28.06,0.11,0.3,16,185,334,0,0.433995107263831,0.42406849830636,0.258750470455401,0.508091832894242,0.00254045916447121,0.169363944298081,0.00414,0.0165,0.00056,0,0.00014,0.00072,0
249.2,406,8.2,17.6,5.4,33.17,29.26,0.16,0.33,16,157,340,0,0.433995107263831,0.42406849830636,0.258750470455401,0.508091832894242,0.00254045916447121,0.169363944298081,0.00414,0.0165,0.00056,0,0.00014,0.00072,0
